sample_date,weeks,sample_id,nutrients,concentration,rolling_average
1988-08-24,34,Q1,nh4_n,NA,26
1988-08-24,34,Q1,nh4_n,NA,26
1988-08-24,34,Q1,nh4_n,NA,26
1988-08-24,34,Q1,nh4_n,NA,26
1988-08-24,34,Q1,nh4_n,NA,26
1988-08-30,35,Q1,nh4_n,NA,26
1988-09-06,36,Q1,nh4_n,15,34.25
1988-09-13,37,Q1,nh4_n,NA,37.2
1988-09-20,38,Q1,nh4_n,47,43.2
1988-09-27,39,Q1,nh4_n,NA,43.2
1988-10-04,40,Q1,nh4_n,59,43.2
1988-10-11,41,Q1,nh4_n,49,50.25
1988-10-18,42,Q1,nh4_n,46,50.25
1988-10-25,43,Q1,nh4_n,NA,51.333333333333336
1988-11-01,44,Q1,nh4_n,NA,51.333333333333336
1988-11-07,45,Q1,nh4_n,NA,47.5
1988-11-15,46,Q1,nh4_n,NA,46
1988-11-22,47,Q1,nh4_n,NA,NA
1988-11-29,48,Q1,nh4_n,NA,NA
1988-12-06,49,Q1,nh4_n,NA,NA
1988-12-13,50,Q1,nh4_n,NA,NA
1988-12-20,51,Q1,nh4_n,NA,NA
1988-12-27,52,Q1,nh4_n,NA,NA
1989-01-03,1,Q1,nh4_n,NA,NA
1989-01-10,2,Q1,nh4_n,NA,NA
1989-01-17,3,Q1,nh4_n,NA,NA
1989-01-24,4,Q1,nh4_n,NA,NA
1989-01-31,5,Q1,nh4_n,NA,NA
1989-02-07,6,Q1,nh4_n,NA,NA
1989-02-14,7,Q1,nh4_n,NA,NA
1989-02-21,8,Q1,nh4_n,NA,NA
1989-02-28,9,Q1,nh4_n,NA,NA
1989-03-07,10,Q1,nh4_n,NA,NA
1989-03-09,10,Q1,nh4_n,NA,NA
1989-03-14,11,Q1,nh4_n,NA,NA
1989-03-14,11,Q1,nh4_n,NA,NA
1989-03-21,12,Q1,nh4_n,NA,NA
1989-03-28,13,Q1,nh4_n,NA,NA
1989-04-04,14,Q1,nh4_n,NA,NA
1989-04-11,15,Q1,nh4_n,NA,NA
1989-04-18,16,Q1,nh4_n,NA,NA
1989-04-25,17,Q1,nh4_n,NA,NA
1989-05-02,18,Q1,nh4_n,NA,NA
1989-05-09,19,Q1,nh4_n,NA,NA
1989-05-16,20,Q1,nh4_n,NA,NA
1989-05-23,21,Q1,nh4_n,NA,NA
1989-05-30,22,Q1,nh4_n,NA,NA
1989-06-06,23,Q1,nh4_n,NA,NA
1989-06-13,24,Q1,nh4_n,NA,NA
1989-06-20,25,Q1,nh4_n,NA,NA
1989-06-27,26,Q1,nh4_n,NA,NA
1989-07-05,27,Q1,nh4_n,NA,NA
1989-07-11,28,Q1,nh4_n,NA,NA
1989-07-18,29,Q1,nh4_n,NA,NA
1989-07-26,30,Q1,nh4_n,NA,NA
1989-08-01,31,Q1,nh4_n,NA,NA
1989-08-08,32,Q1,nh4_n,NA,NA
1989-08-15,33,Q1,nh4_n,NA,NA
1989-08-22,34,Q1,nh4_n,NA,NA
1989-08-29,35,Q1,nh4_n,NA,NA
1989-09-05,36,Q1,nh4_n,NA,NA
1989-09-12,37,Q1,nh4_n,NA,NA
1989-09-20,38,Q1,nh4_n,NA,NA
1989-09-22,38,Q1,nh4_n,NA,NA
1989-09-26,39,Q1,nh4_n,NA,NA
1989-09-26,39,Q1,nh4_n,NA,NA
1989-10-03,40,Q1,nh4_n,NA,NA
1989-10-05,40,Q1,nh4_n,NA,NA
1989-10-10,41,Q1,nh4_n,NA,NA
1989-10-17,42,Q1,nh4_n,NA,NA
1989-10-24,43,Q1,nh4_n,NA,NA
1989-10-31,44,Q1,nh4_n,NA,NA
1989-11-07,45,Q1,nh4_n,NA,NA
1989-11-08,45,Q1,nh4_n,NA,NA
1989-11-14,46,Q1,nh4_n,NA,NA
1989-11-21,47,Q1,nh4_n,NA,NA
1989-11-28,48,Q1,nh4_n,NA,NA
1989-12-05,49,Q1,nh4_n,NA,NA
1989-12-12,50,Q1,nh4_n,NA,NA
1989-12-19,51,Q1,nh4_n,NA,NA
1989-12-26,52,Q1,nh4_n,NA,NA
1990-01-02,1,Q1,nh4_n,NA,NA
1990-01-09,2,Q1,nh4_n,NA,NA
1990-01-16,3,Q1,nh4_n,NA,NA
1990-01-23,4,Q1,nh4_n,NA,NA
1990-01-30,5,Q1,nh4_n,NA,NA
1990-02-06,6,Q1,nh4_n,NA,NA
1990-02-13,7,Q1,nh4_n,NA,NA
1990-02-20,8,Q1,nh4_n,NA,NA
1990-02-27,9,Q1,nh4_n,NA,NA
1990-03-06,10,Q1,nh4_n,NA,NA
1990-03-13,11,Q1,nh4_n,NA,NA
1990-03-20,12,Q1,nh4_n,NA,NA
1990-03-27,13,Q1,nh4_n,NA,NA
1990-04-03,14,Q1,nh4_n,NA,NA
1990-04-10,15,Q1,nh4_n,NA,NA
1990-04-17,16,Q1,nh4_n,NA,NA
1990-04-24,17,Q1,nh4_n,NA,NA
1990-04-25,17,Q1,nh4_n,NA,NA
1990-04-25,17,Q1,nh4_n,NA,NA
1990-04-25,17,Q1,nh4_n,NA,NA
1990-04-26,17,Q1,nh4_n,NA,NA
1990-05-01,18,Q1,nh4_n,NA,NA
1990-05-08,19,Q1,nh4_n,NA,NA
1990-05-10,19,Q1,nh4_n,NA,NA
1990-05-15,20,Q1,nh4_n,NA,NA
1990-05-22,21,Q1,nh4_n,NA,NA
1990-05-29,22,Q1,nh4_n,NA,NA
1990-06-05,23,Q1,nh4_n,NA,NA
1990-06-12,24,Q1,nh4_n,NA,NA
1990-06-19,25,Q1,nh4_n,NA,NA
1990-06-26,26,Q1,nh4_n,NA,NA
1990-07-03,27,Q1,nh4_n,NA,NA
1990-07-10,28,Q1,nh4_n,NA,NA
1990-07-17,29,Q1,nh4_n,NA,NA
1990-07-24,30,Q1,nh4_n,NA,NA
1990-07-31,31,Q1,nh4_n,NA,NA
1990-08-07,32,Q1,nh4_n,NA,NA
1990-08-14,33,Q1,nh4_n,NA,NA
1990-08-21,34,Q1,nh4_n,NA,NA
1990-08-28,35,Q1,nh4_n,NA,NA
1990-09-04,36,Q1,nh4_n,NA,NA
1990-09-11,37,Q1,nh4_n,NA,NA
1990-09-18,38,Q1,nh4_n,NA,NA
1990-09-25,39,Q1,nh4_n,NA,NA
1990-10-02,40,Q1,nh4_n,NA,NA
1990-10-09,41,Q1,nh4_n,NA,NA
1990-10-16,42,Q1,nh4_n,NA,NA
1990-10-23,43,Q1,nh4_n,NA,NA
1990-10-30,44,Q1,nh4_n,NA,NA
1990-11-06,45,Q1,nh4_n,NA,NA
1990-11-13,46,Q1,nh4_n,NA,NA
1990-11-20,47,Q1,nh4_n,NA,NA
1990-11-27,48,Q1,nh4_n,NA,NA
1990-12-04,49,Q1,nh4_n,NA,NA
1990-12-04,49,Q1,nh4_n,NA,NA
1990-12-11,50,Q1,nh4_n,NA,NA
1990-12-14,50,Q1,nh4_n,NA,NA
1990-12-18,51,Q1,nh4_n,NA,NA
1990-12-25,52,Q1,nh4_n,NA,NA
1990-12-31,53,Q1,nh4_n,NA,NA
1991-01-08,2,Q1,nh4_n,NA,NA
1991-01-15,3,Q1,nh4_n,NA,NA
1991-01-22,4,Q1,nh4_n,NA,NA
1991-01-29,5,Q1,nh4_n,NA,NA
1991-02-05,6,Q1,nh4_n,NA,NA
1991-02-12,7,Q1,nh4_n,NA,NA
1991-02-19,8,Q1,nh4_n,NA,NA
1991-02-26,9,Q1,nh4_n,NA,NA
1991-03-05,10,Q1,nh4_n,NA,NA
1991-03-12,11,Q1,nh4_n,NA,NA
1991-03-19,12,Q1,nh4_n,NA,NA
1991-03-22,12,Q1,nh4_n,NA,NA
1991-03-26,13,Q1,nh4_n,NA,NA
1991-04-02,14,Q1,nh4_n,NA,NA
1991-04-09,15,Q1,nh4_n,NA,NA
1991-04-15,15,Q1,nh4_n,NA,NA
1991-04-23,17,Q1,nh4_n,NA,NA
1991-04-30,18,Q1,nh4_n,NA,NA
1991-05-07,19,Q1,nh4_n,NA,NA
1991-05-14,20,Q1,nh4_n,NA,NA
1991-05-21,21,Q1,nh4_n,NA,NA
1991-05-28,22,Q1,nh4_n,NA,NA
1991-05-31,22,Q1,nh4_n,NA,NA
1991-06-01,22,Q1,nh4_n,NA,NA
1991-06-04,23,Q1,nh4_n,NA,NA
1991-06-11,24,Q1,nh4_n,NA,NA
1991-06-18,25,Q1,nh4_n,NA,NA
1991-06-25,26,Q1,nh4_n,NA,NA
1991-07-02,27,Q1,nh4_n,NA,NA
1991-07-09,28,Q1,nh4_n,NA,NA
1991-07-16,29,Q1,nh4_n,NA,NA
1991-07-23,30,Q1,nh4_n,NA,NA
1991-07-30,31,Q1,nh4_n,NA,NA
1991-08-06,32,Q1,nh4_n,NA,NA
1991-08-13,33,Q1,nh4_n,NA,NA
1991-08-20,34,Q1,nh4_n,NA,NA
1991-08-27,35,Q1,nh4_n,NA,NA
1991-08-27,35,Q1,nh4_n,NA,NA
1991-09-03,36,Q1,nh4_n,NA,NA
1991-09-10,37,Q1,nh4_n,NA,NA
1991-09-17,38,Q1,nh4_n,NA,NA
1991-09-24,39,Q1,nh4_n,NA,NA
1991-10-01,40,Q1,nh4_n,NA,NA
1991-10-08,41,Q1,nh4_n,NA,NA
1991-10-15,42,Q1,nh4_n,NA,NA
1991-10-22,43,Q1,nh4_n,NA,NA
1991-10-29,44,Q1,nh4_n,NA,NA
1991-11-05,45,Q1,nh4_n,NA,NA
1991-11-07,45,Q1,nh4_n,NA,NA
1991-11-08,45,Q1,nh4_n,NA,NA
1991-11-12,46,Q1,nh4_n,NA,NA
1991-11-18,46,Q1,nh4_n,NA,NA
1991-11-22,47,Q1,nh4_n,NA,NA
1991-11-26,48,Q1,nh4_n,NA,NA
1991-12-03,49,Q1,nh4_n,NA,NA
1991-12-10,50,Q1,nh4_n,NA,NA
1991-12-17,51,Q1,nh4_n,NA,NA
1991-12-23,51,Q1,nh4_n,NA,NA
1991-12-30,52,Q1,nh4_n,NA,NA
1992-01-07,1,Q1,nh4_n,NA,NA
1992-01-14,2,Q1,nh4_n,NA,NA
1992-01-21,3,Q1,nh4_n,NA,NA
1992-01-28,4,Q1,nh4_n,NA,NA
1992-02-04,5,Q1,nh4_n,NA,NA
1992-02-06,6,Q1,nh4_n,NA,NA
1992-02-11,6,Q1,nh4_n,NA,NA
1992-02-18,7,Q1,nh4_n,NA,NA
1992-02-25,8,Q1,nh4_n,NA,NA
1992-03-03,9,Q1,nh4_n,NA,NA
1992-03-10,10,Q1,nh4_n,NA,NA
1992-03-17,11,Q1,nh4_n,NA,NA
1992-03-24,12,Q1,nh4_n,NA,NA
1992-04-01,14,Q1,nh4_n,NA,NA
1992-04-07,14,Q1,nh4_n,NA,NA
1992-04-14,15,Q1,nh4_n,NA,NA
1992-04-21,16,Q1,nh4_n,NA,NA
1992-04-28,17,Q1,nh4_n,NA,NA
1992-05-05,18,Q1,nh4_n,NA,NA
1992-05-12,19,Q1,nh4_n,NA,NA
1992-05-19,20,Q1,nh4_n,NA,NA
1992-05-26,21,Q1,nh4_n,NA,NA
1992-06-02,22,Q1,nh4_n,NA,NA
1992-06-09,23,Q1,nh4_n,NA,NA
1992-06-16,24,Q1,nh4_n,NA,NA
1992-06-23,25,Q1,nh4_n,NA,NA
1992-06-30,26,Q1,nh4_n,NA,NA
1992-07-07,27,Q1,nh4_n,NA,NA
1992-07-14,28,Q1,nh4_n,NA,NA
1992-07-21,29,Q1,nh4_n,NA,NA
1992-07-28,30,Q1,nh4_n,NA,NA
1992-08-04,31,Q1,nh4_n,NA,NA
1992-08-11,32,Q1,nh4_n,NA,NA
1992-08-18,33,Q1,nh4_n,NA,NA
1992-08-25,34,Q1,nh4_n,NA,NA
1992-09-01,35,Q1,nh4_n,NA,NA
1992-09-08,36,Q1,nh4_n,NA,NA
1992-09-15,37,Q1,nh4_n,NA,NA
1992-09-22,38,Q1,nh4_n,NA,NA
1992-09-29,39,Q1,nh4_n,NA,NA
1992-10-06,40,Q1,nh4_n,NA,NA
1992-10-13,41,Q1,nh4_n,NA,NA
1992-10-20,42,Q1,nh4_n,NA,NA
1992-10-27,43,Q1,nh4_n,NA,NA
1992-11-03,44,Q1,nh4_n,NA,NA
1992-11-10,45,Q1,nh4_n,NA,NA
1992-11-17,46,Q1,nh4_n,NA,NA
1992-11-24,47,Q1,nh4_n,NA,NA
1992-12-01,48,Q1,nh4_n,NA,NA
1992-12-08,49,Q1,nh4_n,NA,NA
1992-12-15,50,Q1,nh4_n,NA,NA
1992-12-22,51,Q1,nh4_n,NA,NA
1992-12-22,51,Q1,nh4_n,NA,NA
1992-12-22,51,Q1,nh4_n,NA,NA
1992-12-29,52,Q1,nh4_n,NA,NA
1993-01-05,1,Q1,nh4_n,NA,NA
1993-01-12,2,Q1,nh4_n,NA,NA
1993-01-19,3,Q1,nh4_n,NA,NA
1993-01-26,4,Q1,nh4_n,NA,NA
1993-02-02,5,Q1,nh4_n,NA,NA
1993-02-09,6,Q1,nh4_n,NA,NA
1993-02-16,7,Q1,nh4_n,NA,NA
1993-02-23,8,Q1,nh4_n,NA,NA
1993-03-02,9,Q1,nh4_n,NA,NA
1993-03-09,10,Q1,nh4_n,NA,NA
1993-03-16,11,Q1,nh4_n,NA,NA
1993-03-23,12,Q1,nh4_n,NA,NA
1993-03-30,13,Q1,nh4_n,NA,NA
1993-04-06,14,Q1,nh4_n,NA,NA
1993-04-13,15,Q1,nh4_n,NA,NA
1993-04-20,16,Q1,nh4_n,NA,NA
1993-04-27,17,Q1,nh4_n,NA,NA
1993-05-04,18,Q1,nh4_n,NA,NA
1993-05-11,19,Q1,nh4_n,NA,NA
1993-05-18,20,Q1,nh4_n,NA,NA
1993-05-25,21,Q1,nh4_n,NA,NA
1993-06-01,22,Q1,nh4_n,NA,NA
1993-06-08,23,Q1,nh4_n,NA,NA
1993-06-15,24,Q1,nh4_n,NA,NA
1993-06-22,25,Q1,nh4_n,NA,NA
1993-06-29,26,Q1,nh4_n,NA,NA
1993-07-06,27,Q1,nh4_n,NA,NA
1993-07-13,28,Q1,nh4_n,NA,NA
1993-07-20,29,Q1,nh4_n,NA,NA
1993-07-27,30,Q1,nh4_n,NA,NA
1993-08-03,31,Q1,nh4_n,NA,NA
1993-08-10,32,Q1,nh4_n,NA,NA
1993-08-17,33,Q1,nh4_n,NA,NA
1993-08-24,34,Q1,nh4_n,NA,NA
1993-08-31,35,Q1,nh4_n,NA,NA
1993-09-07,36,Q1,nh4_n,NA,NA
1993-09-14,37,Q1,nh4_n,NA,NA
1993-09-21,38,Q1,nh4_n,NA,NA
1993-09-28,39,Q1,nh4_n,NA,NA
1993-10-05,40,Q1,nh4_n,NA,NA
1993-10-13,41,Q1,nh4_n,NA,NA
1993-10-19,42,Q1,nh4_n,NA,NA
1993-10-26,43,Q1,nh4_n,NA,NA
1993-11-02,44,Q1,nh4_n,NA,NA
1993-11-09,45,Q1,nh4_n,NA,NA
1993-11-16,46,Q1,nh4_n,NA,NA
1993-11-23,47,Q1,nh4_n,NA,NA
1993-11-30,48,Q1,nh4_n,NA,NA
1993-12-07,49,Q1,nh4_n,NA,NA
1993-12-14,50,Q1,nh4_n,NA,NA
1993-12-21,51,Q1,nh4_n,NA,NA
1993-12-28,52,Q1,nh4_n,NA,NA
1994-01-04,1,Q1,nh4_n,NA,NA
1994-01-11,2,Q1,nh4_n,NA,NA
1994-01-18,3,Q1,nh4_n,NA,NA
1994-01-25,4,Q1,nh4_n,NA,NA
1994-02-01,5,Q1,nh4_n,NA,NA
1994-02-08,6,Q1,nh4_n,NA,NA
1994-02-15,7,Q1,nh4_n,NA,NA
1994-02-22,8,Q1,nh4_n,NA,NA
1994-03-01,9,Q1,nh4_n,NA,NA
1994-03-08,10,Q1,nh4_n,NA,NA
1994-03-15,11,Q1,nh4_n,NA,NA
1994-03-22,12,Q1,nh4_n,NA,NA
1994-03-29,13,Q1,nh4_n,NA,NA
1994-04-05,14,Q1,nh4_n,NA,NA
1994-04-12,15,Q1,nh4_n,NA,NA
1994-04-19,16,Q1,nh4_n,NA,NA
1994-04-26,17,Q1,nh4_n,NA,NA
1994-05-03,18,Q1,nh4_n,NA,NA
1994-05-10,19,Q1,nh4_n,NA,NA
1994-05-17,20,Q1,nh4_n,NA,NA
1994-05-24,21,Q1,nh4_n,NA,NA
1994-05-31,22,Q1,nh4_n,NA,NA
1994-06-07,23,Q1,nh4_n,NA,NA
1994-06-14,24,Q1,nh4_n,NA,NA
1994-06-21,25,Q1,nh4_n,NA,NA
1994-06-28,26,Q1,nh4_n,NA,NA
1994-06-30,26,Q1,nh4_n,NA,NA
1994-07-05,27,Q1,nh4_n,NA,NA
1994-07-12,28,Q1,nh4_n,NA,NA
1994-07-19,29,Q1,nh4_n,NA,NA
1994-07-26,30,Q1,nh4_n,NA,NA
1994-08-02,31,Q1,nh4_n,NA,NA
1994-08-09,32,Q1,nh4_n,NA,NA
1994-08-16,33,Q1,nh4_n,NA,NA
1994-08-23,34,Q1,nh4_n,NA,NA
1994-08-30,35,Q1,nh4_n,NA,NA
1994-09-06,36,Q1,nh4_n,NA,NA
1994-09-13,37,Q1,nh4_n,NA,NA
1994-09-20,38,Q1,nh4_n,NA,NA
1994-09-27,39,Q1,nh4_n,NA,NA
1994-10-04,40,Q1,nh4_n,NA,NA
1994-10-11,41,Q1,nh4_n,NA,NA
1994-10-18,42,Q1,nh4_n,NA,NA
1994-10-25,43,Q1,nh4_n,NA,NA
1994-11-01,44,Q1,nh4_n,NA,NA
1994-11-08,45,Q1,nh4_n,NA,NA
1994-11-15,46,Q1,nh4_n,NA,NA
1994-11-22,47,Q1,nh4_n,NA,NA
1994-11-29,48,Q1,nh4_n,NA,NA
1994-12-06,49,Q1,nh4_n,NA,NA
1994-12-13,50,Q1,nh4_n,NA,NA
1994-12-20,51,Q1,nh4_n,NA,NA
1994-12-27,52,Q1,nh4_n,NA,NA
1995-01-03,1,Q1,nh4_n,NA,NA
1995-01-10,2,Q1,nh4_n,NA,NA
1995-01-17,3,Q1,nh4_n,NA,NA
1995-01-24,4,Q1,nh4_n,NA,NA
1995-01-31,5,Q1,nh4_n,NA,NA
1995-02-07,6,Q1,nh4_n,NA,NA
1995-02-14,7,Q1,nh4_n,NA,NA
1995-02-21,8,Q1,nh4_n,NA,NA
1995-02-28,9,Q1,nh4_n,NA,NA
1995-03-07,10,Q1,nh4_n,NA,NA
1995-03-14,11,Q1,nh4_n,NA,NA
1995-03-21,12,Q1,nh4_n,NA,NA
1995-03-28,13,Q1,nh4_n,NA,NA
1995-04-04,14,Q1,nh4_n,NA,NA
1995-04-11,15,Q1,nh4_n,NA,NA
1995-04-18,16,Q1,nh4_n,NA,NA
1995-04-25,17,Q1,nh4_n,NA,NA
1995-05-02,18,Q1,nh4_n,NA,NA
1995-05-09,19,Q1,nh4_n,NA,NA
1995-05-16,20,Q1,nh4_n,NA,NA
1995-05-23,21,Q1,nh4_n,NA,NA
1995-05-30,22,Q1,nh4_n,NA,NA
1995-06-06,23,Q1,nh4_n,NA,NA
1995-06-13,24,Q1,nh4_n,NA,NA
1995-06-20,25,Q1,nh4_n,NA,NA
1995-06-27,26,Q1,nh4_n,NA,NA
1995-07-05,27,Q1,nh4_n,NA,NA
1995-07-11,28,Q1,nh4_n,NA,NA
1995-07-18,29,Q1,nh4_n,NA,NA
1995-07-26,30,Q1,nh4_n,NA,NA
1995-08-01,31,Q1,nh4_n,NA,NA
1995-08-08,32,Q1,nh4_n,NA,NA
1995-08-15,33,Q1,nh4_n,NA,NA
1995-08-22,34,Q1,nh4_n,NA,NA
1995-08-29,35,Q1,nh4_n,NA,NA
1995-09-12,37,Q1,nh4_n,NA,NA
1995-09-19,38,Q1,nh4_n,NA,NA
1995-09-26,39,Q1,nh4_n,NA,NA
1995-10-03,40,Q1,nh4_n,NA,NA
1995-10-10,41,Q1,nh4_n,NA,NA
1995-10-17,42,Q1,nh4_n,NA,NA
1995-10-24,43,Q1,nh4_n,NA,NA
1995-10-31,44,Q1,nh4_n,NA,NA
1995-11-07,45,Q1,nh4_n,NA,NA
1995-11-14,46,Q1,nh4_n,NA,NA
1995-11-21,47,Q1,nh4_n,NA,NA
1995-11-28,48,Q1,nh4_n,NA,NA
1995-12-05,49,Q1,nh4_n,NA,NA
1995-12-12,50,Q1,nh4_n,NA,NA
1995-12-19,51,Q1,nh4_n,NA,NA
1995-12-26,52,Q1,nh4_n,NA,NA
1988-01-05,1,Q2,nh4_n,18,18.2
1988-01-12,2,Q2,nh4_n,11,17.61111111111111
1988-01-19,3,Q2,nh4_n,18,18.055555555555557
1988-01-26,4,Q2,nh4_n,17,18.5
1988-01-29,5,Q2,nh4_n,14,18.5
1988-01-29,5,Q2,nh4_n,12,18.5
1988-01-29,5,Q2,nh4_n,31,18.5
1988-01-29,5,Q2,nh4_n,12,18.5
1988-01-29,5,Q2,nh4_n,14,18.5
1988-01-29,5,Q2,nh4_n,41,18.5
1988-01-29,5,Q2,nh4_n,23,18.5
1988-01-29,5,Q2,nh4_n,7,18.5
1988-02-02,5,Q2,nh4_n,12,18.5
1988-02-02,5,Q2,nh4_n,30,18.5
1988-02-03,5,Q2,nh4_n,16,18.5
1988-02-04,5,Q2,nh4_n,NA,18.5
1988-02-09,6,Q2,nh4_n,NA,19
1988-02-10,6,Q2,nh4_n,NA,19
1988-02-16,7,Q2,nh4_n,19,19.88888888888889
1988-02-23,8,Q2,nh4_n,19,19.38888888888889
1988-03-01,9,Q2,nh4_n,19,19
1988-03-08,10,Q2,nh4_n,27,18.857142857142858
1988-03-15,11,Q2,nh4_n,27,18.857142857142858
1988-03-23,12,Q2,nh4_n,9,19.428571428571427
1988-03-29,13,Q2,nh4_n,12,21.571428571428573
1988-04-05,14,Q2,nh4_n,NA,27.142857142857142
1988-04-12,15,Q2,nh4_n,NA,31.875
1988-04-19,16,Q2,nh4_n,23,43.125
1988-04-26,17,Q2,nh4_n,34,48.75
1988-05-03,18,Q2,nh4_n,58,55.875
1988-05-10,19,Q2,nh4_n,NA,57.55555555555556
1988-05-10,19,Q2,nh4_n,NA,57.55555555555556
1988-05-10,19,Q2,nh4_n,NA,57.55555555555556
1988-05-10,19,Q2,nh4_n,38,57.55555555555556
1988-05-10,19,Q2,nh4_n,54,57.55555555555556
1988-05-17,20,Q2,nh4_n,117,63.6
1988-05-24,21,Q2,nh4_n,54,68.11111111111111
1988-05-31,22,Q2,nh4_n,69,72.375
1988-06-07,23,Q2,nh4_n,71,74.42857142857143
1988-06-14,24,Q2,nh4_n,118,85.8
1988-06-21,25,Q2,nh4_n,NA,78
1988-06-28,26,Q2,nh4_n,NA,86
1988-07-05,27,Q2,nh4_n,NA,94.5
1988-07-12,28,Q2,nh4_n,NA,67.5
1988-07-19,29,Q2,nh4_n,NA,15.5
1988-07-22,30,Q2,nh4_n,NA,15.5
1988-07-26,30,Q2,nh4_n,NA,14
1988-07-26,30,Q2,nh4_n,NA,14
1988-08-02,31,Q2,nh4_n,NA,14
1988-08-09,32,Q2,nh4_n,17,14
1988-08-16,33,Q2,nh4_n,14,14
1988-08-23,34,Q2,nh4_n,NA,14
1988-08-24,34,Q2,nh4_n,11,14
1988-08-24,34,Q2,nh4_n,NA,14
1988-08-24,34,Q2,nh4_n,NA,14
1988-08-24,34,Q2,nh4_n,NA,14
1988-08-24,34,Q2,nh4_n,NA,14
1988-08-30,35,Q2,nh4_n,NA,14.75
1988-09-06,36,Q2,nh4_n,NA,14.75
1988-09-13,37,Q2,nh4_n,NA,26.25
1988-09-20,38,Q2,nh4_n,NA,38
1988-09-27,39,Q2,nh4_n,17,47
1988-10-04,40,Q2,nh4_n,NA,47
1988-10-11,41,Q2,nh4_n,63,47
1988-10-18,42,Q2,nh4_n,61,47
1988-10-25,43,Q2,nh4_n,NA,47
1988-11-01,44,Q2,nh4_n,NA,62
1988-11-07,45,Q2,nh4_n,NA,62
1988-11-15,46,Q2,nh4_n,NA,61
1988-11-22,47,Q2,nh4_n,NA,NA
1988-11-29,48,Q2,nh4_n,NA,NA
1988-12-06,49,Q2,nh4_n,NA,NA
1988-12-13,50,Q2,nh4_n,NA,NA
1988-12-20,51,Q2,nh4_n,NA,NA
1988-12-27,52,Q2,nh4_n,NA,NA
1989-01-03,1,Q2,nh4_n,NA,NA
1989-01-10,2,Q2,nh4_n,NA,NA
1989-01-17,3,Q2,nh4_n,NA,NA
1989-01-24,4,Q2,nh4_n,NA,NA
1989-01-31,5,Q2,nh4_n,NA,NA
1989-02-07,6,Q2,nh4_n,NA,NA
1989-02-14,7,Q2,nh4_n,NA,NA
1989-02-21,8,Q2,nh4_n,NA,NA
1989-02-28,9,Q2,nh4_n,NA,NA
1989-03-07,10,Q2,nh4_n,NA,NA
